3,9,1.0,true
8,6,1.0,true
5,5,1.0,true
5,8,1.0,true
3,8,1.0,true
5,13,1.0,true
4,4,1.0,true
0,0,1.0,true
12,0,1.0,true
7,13,1.0,true
1,2,1.0,true
7,5,1.0,true
3,4,1.0,true
0,3,1.0,true
13,2,1.0,true
4,18,1.0,true
5,2,1.0,true
8,11,1.0,true
6,5,1.0,true
4,9,1.0,true
7,2,1.0,true
2,2,1.0,true
0,9,1.0,true
5,0,1.0,true
1,3,1.0,true
6,3,1.0,true
2,5,1.0,true
5,4,1.0,true
5,3,1.0,true
7,10,1.0,true
13,6,1.0,true
0,4,1.0,true
6,10,1.0,true
10,7,1.0,true
1,6,1.0,true
4,6,1.0,true
3,2,1.0,true
3,5,1.0,true
9,4,1.0,true
1,5,1.0,true
4,7,1.0,true
11,1,1.0,true
15,3,1.0,true
17,4,1.0,true
2,9,1.0,true
2,3,1.0,true
12,5,1.0,true
3,11,1.0,true
0,5,1.0,true
9,6,1.0,true
2,6,1.0,true
2,12,1.0,true
2,0,1.0,true
10,8,1.0,true
7,4,1.0,true
0,1,1.0,true
3,10,1.0,true
8,5,1.0,true
8,4,1.0,true
15,2,1.0,true
4,5,1.0,true
0,6,1.0,true
2,16,1.0,true
0,8,1.0,true
8,7,1.0,true
2,7,1.0,true
1,9,1.0,true
13,10,1.0,true
2,10,1.0,true
0,14,1.0,true
2,4,1.0,true
5,6,1.0,true
6,6,1.0,true
3,7,1.0,true
3,1,1.0,true
6,8,1.0,true
14,2,1.0,true
1,7,1.0,true
6,4,1.0,true
10,13,1.0,true
0,7,1.0,true
4,8,1.0,true
4,2,1.0,true
6,1,1.0,true
11,4,1.0,true
10,6,1.0,true
10,5,1.0,true
6,11,1.0,true
7,11,1.0,true
9,5,1.0,true
3,6,1.0,true
3,3,1.0,true
3,12,1.0,true
11,8,1.0,true
2,1,1.0,true
12,3,1.0,true
7,1,1.0,true
7,7,1.0,true
7,6,1.0,true
1,1,1.0,true
5,10,1.0,true
9,2,1.0,true
12,6,1.0,true
14,1,1.0,true
4,3,1.0,true
8,15,1.0,false
10,4,1.0,true
5,15,1.0,true
5,7,1.0,true
9,8,1.0,true
14,5,1.0,true
6,19,1.0,true
6,7,1.0,true
0,2,1.0,true
9,3,1.0,true
16,3,1.0,true
4,13,1.0,true
9,7,1.0,true
1,8,1.0,true
7,3,1.0,true
12,4,1.0,true
16,2,1.0,true
4,1,1.0,true
7,8,1.0,true
5,11,1.0,true
11,6,1.0,true
1,4,1.0,true
6,9,1.0,true
0,10,1.0,true
15,0,1.0,true
8,1,1.0,true
4,10,1.0,true
5,9,1.0,true
12,7,1.0,true
7,16,1.0,true
21,13,1.0,true
15,6,1.0,true
5,1,1.0,true
9,13,1.0,true
14,3,1.0,true
4,11,1.0,true
2,11,1.0,true
11,7,1.0,true
12,1,1.0,true
6,17,1.0,true
13,4,1.0,true
12,2,1.0,true
6,0,1.0,true
4,17,1.0,true
7,9,1.0,true
5,14,1.0,true
15,9,1.0,true
8,8,1.0,true
11,3,1.0,true
15,8,1.0,true
0,11,1.0,true
13,17,1.0,true
9,15,1.0,true
14,6,1.0,true
6,2,1.0,true
13,1,1.0,true
10,10,1.0,true
0,13,1.0,true
7,15,1.0,true
7,17,1.0,true
17,2,1.0,true
13,9,1.0,true
10,9,1.0,true
13,14,1.0,true
17,17,1.0,true
15,5,1.0,true
9,16,1.0,true
9,17,1.0,true
12,9,1.0,true
9,10,1.0,true
3,13,1.0,true
6,13,1.0,true
6,16,1.0,true
13,5,1.0,true
3,14,1.0,true
7,14,1.0,true
2,24,1.0,true
11,5,1.0,true
13,13,1.0,true
17,5,1.0,true
6,12,1.0,true
12,13,1.0,true
17,3,1.0,true
10,15,1.0,true
9,18,1.0,true
14,4,1.0,true
6,18,1.0,true
6,21,1.0,true
5,12,1.0,true
2,8,1.0,true
16,8,1.0,true
6,15,1.0,true
18,2,1.0,true
17,7,1.0,true
11,9,1.0,true
18,8,1.0,true
13,7,1.0,true
8,9,1.0,true
15,4,1.0,true
10,12,1.0,true
10,18,1.0,true
4,22,1.0,true
5,25,1.0,true
22,14,1.0,true
14,10,1.0,true
1,14,1.0,true
15,12,1.0,true
8,14,1.0,true
8,3,1.0,true
11,11,1.0,true
10,16,1.0,true
8,25,1.0,true
5,16,1.0,true
9,9,1.0,true
11,19,1.0,true
14,17,1.0,true
14,8,1.0,true
8,10,1.0,true
17,18,1.0,true
20,14,1.0,true
7,22,1.0,true
12,15,1.0,false
4,12,1.0,true
1,10,1.0,true
14,7,1.0,true
10,17,1.0,true
12,8,1.0,true
8,16,1.0,true
3,24,1.0,true
12,11,1.0,true
16,12,1.0,true
18,3,1.0,true
14,14,1.0,true
13,11,1.0,true
17,22,1.0,true
13,3,1.0,true
6,14,1.0,true
15,7,1.0,true
12,16,1.0,true
6,22,1.0,true
11,13,1.0,true
8,18,1.0,true
19,3,1.0,true
11,17,1.0,true
14,13,1.0,true
7,19,1.0,true
9,14,1.0,true
16,4,1.0,true
15,10,1.0,true
17,20,1.0,true
0,15,1.0,true
16,1,1.0,true
6,20,1.0,true
7,12,1.0,true
17,8,1.0,true
8,19,1.0,true
4,14,1.0,true
16,9,1.0,true
7,18,1.0,true
11,16,1.0,true
14,0,1.0,true
13,18,1.0,true
8,17,1.0,true
4,24,1.0,true
7,23,1.0,true
24,13,1.0,false
13,8,1.0,true
8,20,1.0,true
7,20,1.0,true
5,21,1.0,true
11,15,1.0,true
8,13,1.0,true
20,11,1.0,true
9,19,1.0,true
11,2,1.0,true
8,12,1.0,true
10,11,1.0,true
4,16,1.0,true
20,7,1.0,true
15,13,1.0,true
16,7,1.0,true
17,6,1.0,true
21,12,1.0,true
17,19,1.0,true
20,6,1.0,true
18,7,1.0,true
16,5,1.0,true
7,21,1.0,true
20,22,1.0,true
14,9,1.0,true
18,5,1.0,true
4,25,1.0,true
17,9,1.0,true
9,20,1.0,true
6,23,1.0,true
19,16,1.0,true
5,27,1.0,true
7,24,1.0,true
15,11,1.0,true
15,20,1.0,true
9,11,1.0,true
4,15,1.0,true
11,20,1.0,true
14,16,1.0,true
19,2,1.0,true
8,21,1.0,true
9,21,1.0,true
23,12,1.0,true
21,3,1.0,true
11,14,1.0,true
0,12,1.0,true
6,25,1.0,true
11,12,1.0,true
9,12,1.0,true
11,10,1.0,true
11,0,1.0,true
20,13,1.0,true
5,17,1.0,true
10,0,1.0,true
17,14,1.0,true
10,3,1.0,true
10,19,1.0,true
22,11,1.0,true
15,17,1.0,true
18,11,1.0,true
21,0,1.0,true
16,15,1.0,true
13,16,1.0,true
22,12,1.0,true
8,2,1.0,true
13,15,1.0,true
12,18,1.0,true
18,21,1.0,true
0,16,1.0,true
19,4,1.0,true
3,22,1.0,true
3,15,1.0,true
4,28,1.0,true
14,23,1.0,true
1,12,1.0,true
11,18,1.0,true
7,27,1.0,true
15,15,1.0,false
3,20,1.0,true
14,22,1.0,true
12,14,1.0,true
12,12,1.0,true
6,24,1.0,true
16,19,1.0,true
18,16,1.0,true
2,14,1.0,true
14,18,1.0,true
4,29,1.0,true
15,1,1.0,true
20,16,1.0,true
21,14,1.0,true
3,19,1.0,true
11,24,1.0,true
5,20,1.0,true
19,12,1.0,true
18,17,1.0,false
15,14,1.0,true
16,10,1.0,true
9,24,1.0,true
18,4,1.0,true
12,19,1.0,true
11,21,1.0,true
10,21,1.0,true
21,15,1.0,true
22,5,1.0,true
18,12,1.0,true
3,18,1.0,true
19,1,1.0,true
18,1,1.0,true
16,24,1.0,true
8,26,1.0,true
16,11,1.0,true
3,16,1.0,true
10,24,1.0,true
17,15,1.0,true
20,15,1.0,true
10,20,1.0,true
12,21,1.0,false
22,13,1.0,true
16,13,1.0,true
13,12,1.0,true
16,17,1.0,true
14,11,1.0,true
21,10,1.0,true
22,17,1.0,true
13,0,1.0,true
18,22,1.0,true
12,10,1.0,true
5,29,1.0,true
6,26,1.0,true
16,18,1.0,true
17,13,1.0,true
1,11,1.0,true
18,13,1.0,true
5,30,1.0,true
18,10,1.0,true
16,6,1.0,true
10,23,1.0,true
13,24,1.0,true
10,2,1.0,true
19,14,1.0,true
8,23,1.0,true
14,12,1.0,true
20,12,1.0,true
23,14,1.0,true
17,1,1.0,true
20,2,1.0,true
20,10,1.0,true
5,24,1.0,true
19,15,1.0,true
11,23,1.0,true
15,21,1.0,true
10,22,1.0,true
17,0,1.0,true
5,19,1.0,true
17,11,1.0,true
9,27,1.0,true
4,33,1.0,true
4,26,1.0,true
16,21,1.0,true
21,16,1.0,true
3,0,1.0,true
19,9,1.0,true
16,16,1.0,true
17,12,1.0,true
10,1,1.0,true
14,15,1.0,true
19,13,1.0,true
12,24,1.0,false
5,23,1.0,true
16,23,1.0,true
12,17,1.0,true
23,15,1.0,true
7,26,1.0,false
19,6,1.0,true
24,1,1.0,true
12,25,1.0,false
15,19,1.0,true
9,23,1.0,true
19,10,1.0,true
13,19,1.0,true
19,7,1.0,true
18,19,1.0,true
24,15,1.0,true
19,18,1.0,true
17,10,1.0,true
19,20,1.0,true
7,30,1.0,true
16,20,1.0,false
10,14,1.0,true
2,17,1.0,true
20,21,1.0,false
18,6,1.0,true
20,3,1.0,true
5,18,1.0,true
18,20,1.0,true
8,22,1.0,true
14,19,1.0,true
23,13,1.0,true
15,23,1.0,true
4,21,1.0,true
21,11,1.0,true
23,2,1.0,true
13,22,1.0,true
18,9,1.0,true
5,22,1.0,true
4,23,1.0,true
20,8,1.0,true
15,18,1.0,true
15,16,1.0,true
14,21,1.0,true
21,6,1.0,true
16,14,1.0,true
20,9,1.0,true
19,5,1.0,true
4,27,1.0,true
13,23,1.0,false
14,20,1.0,true
20,4,1.0,true
22,3,1.0,true
10,25,1.0,true
20,5,1.0,true
1,15,1.0,true
20,17,1.0,true
21,9,1.0,true
7,25,1.0,false
21,1,1.0,true
3,21,1.0,true
4,20,1.0,true
19,11,1.0,true
6,28,1.0,true
22,6,1.0,true
12,20,1.0,true
21,4,1.0,true
17,16,1.0,true
9,25,1.0,true
17,21,1.0,true
27,15,1.0,true
12,23,1.0,false
6,27,1.0,true
18,0,1.0,true
22,0,1.0,true
9,22,1.0,true
22,16,1.0,false
24,11,1.0,true
8,28,1.0,true
11,26,1.0,true
21,7,1.0,true
5,28,1.0,true
12,22,1.0,true
25,14,1.0,true
3,23,1.0,true
9,1,1.0,true
24,14,1.0,true
5,26,1.0,true
21,5,1.0,true
23,11,1.0,true
21,2,1.0,true
22,18,1.0,true
22,15,1.0,true
24,12,1.0,true
8,24,1.0,true
20,1,1.0,true
15,22,1.0,true
18,23,1.0,true
22,4,1.0,true
19,22,1.0,true
11,22,1.0,true
23,7,1.0,true
19,8,1.0,true
13,20,1.0,true
23,3,1.0,true
16,22,1.0,true
24,5,1.0,true
7,29,1.0,true
22,7,1.0,true
5,33,0.9354838709677419,true
17,24,1.0,true
9,26,1.0,true
18,14,1.0,true
11,27,1.0,true
11,25,1.0,true
7,28,1.0,true
1,13,1.0,true
23,5,1.0,true
19,0,1.0,true
9,0,1.0,true
18,18,1.0,true
6,32,1.0,true
20,18,1.0,false
19,17,1.0,true
25,11,1.0,true
26,12,1.0,true
21,8,1.0,true
23,17,1.0,true
27,13,1.0,true
24,4,1.0,true
12,28,1.0,true
17,23,1.0,true
4,0,1.0,true
2,13,1.0,true
22,10,1.0,true
4,19,1.0,true
20,20,1.0,true
24,8,1.0,true
13,21,1.0,true
10,26,1.0,true
4,30,1.0,true
2,19,1.0,true
22,8,1.0,true
22,2,1.0,true
2,15,1.0,true
22,9,1.0,true
3,31,1.0,true
7,0,1.0,true
19,21,1.0,true
24,7,1.0,true
25,15,1.0,true
4,32,1.0,true
24,16,1.0,true
1,17,1.0,true
23,0,1.0,true
4,34,0.3548387096774194,true
26,14,1.0,true
26,16,1.0,true
26,9,1.0,true
18,15,1.0,true
15,24,1.0,true
23,16,1.0,true
19,19,1.0,true
5,32,0.7096774193548387,true
10,27,1.0,false
23,6,1.0,true
3,17,1.0,true
16,0,1.0,true
10,28,1.0,true
23,10,1.0,true
20,0,1.0,true
14,24,1.0,false
7,32,1.0,true
12,27,1.0,false
8,27,1.0,true
11,28,1.0,true
22,1,1.0,true
24,17,1.0,true
27,17,1.0,true
1,0,1.0,true
2,20,1.0,true
21,18,1.0,true
13,25,1.0,true
23,1,1.0,true
2,23,1.0,true
23,4,1.0,true
6,29,1.0,true
25,1,1.0,true
25,12,1.0,true
24,10,1.0,true
24,6,1.0,true
6,30,1.0,true
8,0,1.0,true
20,19,1.0,true
23,8,1.0,true
24,9,1.0,true
0,18,1.0,true
26,10,1.0,true
5,34,0.6774193548387096,false
24,2,1.0,true
9,28,1.0,true
5,31,1.0,true
1,16,1.0,true
21,17,1.0,true
25,13,1.0,true
19,23,1.0,true
21,19,1.0,true
7,31,1.0,true
28,15,1.0,true
26,15,1.0,true
25,16,1.0,true
23,18,1.0,true
3,28,1.0,false
25,0,1.0,true
25,10,1.0,true
27,14,1.0,true
26,18,1.0,true
26,13,1.0,true
14,25,1.0,true
25,8,1.0,true
23,9,1.0,true
27,16,1.0,true
24,3,1.0,true
0,17,1.0,true
14,27,1.0,true
24,18,1.0,true
13,27,1.0,true
23,19,1.0,true
25,7,1.0,true
24,19,1.0,true
12,26,1.0,true
8,29,1.0,true
23,21,1.0,true
3,25,1.0,true
23,20,1.0,true
8,30,1.0,true
4,31,0.6774193548387096,true
26,8,1.0,true
27,11,1.0,true
25,17,1.0,true
25,3,1.0,true
20,23,1.0,true
15,25,1.0,true
13,28,1.0,true
22,19,1.0,true
2,18,1.0,true
26,17,1.0,true
27,8,1.0,true
6,31,1.0,false
25,9,1.0,true
13,26,1.0,true
24,20,1.0,true
24,0,1.0,true
21,22,1.0,true
3,29,1.0,true
22,21,1.0,true
12,29,1.0,true
22,20,1.0,true
21,21,1.0,true
25,6,1.0,true
2,26,1.0,true
1,20,1.0,true
25,18,1.0,true
27,7,1.0,true
21,20,1.0,true
3,26,1.0,true
0,19,1.0,true
25,19,1.0,true
26,19,1.0,true
25,2,1.0,true
26,11,1.0,true
25,4,1.0,true
26,7,1.0,true
14,26,1.0,true
3,30,1.0,true
16,25,1.0,false
24,21,1.0,true
1,18,1.0,true
14,28,1.0,true
15,26,1.0,true
13,29,1.0,true
3,27,1.0,true
2,29,0.3225806451612903,false
1,24,1.0,true
1,25,0.5769230769230769,false
1,22,1.0,true
1,21,1.0,true
11,29,1.0,false
2,22,1.0,true
2,21,1.0,true
2,31,0.7096774193548387,false
28,7,1.0,true
1,23,1.0,true
28,16,1.0,true
28,14,1.0,true
26,6,1.0,true
25,20,1.0,true
1,19,1.0,true
3,32,0.45161290322580644,true
1,27,0.6071428571428571,true
2,30,1.0,true
29,15,1.0,true
25,5,1.0,true
0,20,1.0,true
26,5,1.0,true
0,22,1.0,true
4,35,1.0,true
2,25,1.0,true
19,24,1.0,true
2,32,0.7096774193548387,false
9,29,0.8064516129032258,true
2,27,1.0,true
27,18,1.0,true
0,23,1.0,true
15,27,1.0,true
0,21,1.0,true
1,26,0.6071428571428571,false
10,29,0.6774193548387096,true
18,25,1.0,true
27,9,1.0,true
27,10,1.0,true
6,33,0.6774193548387096,false
20,24,1.0,true
28,17,1.0,true
16,26,1.0,true
17,25,1.0,true
2,28,1.0,true
26,3,1.0,true
21,23,1.0,true
29,16,1.0,true
18,24,1.0,true
27,12,1.0,true
26,4,1.0,true
27,6,1.0,true
28,6,1.0,true
26,2,1.0,true
2,33,0.6129032258064516,false
22,22,1.0,true
28,11,0.6129032258064516,true
28,8,1.0,true
28,10,1.0,true
28,9,1.0,true
1,31,0.6129032258064516,false
26,0,1.0,true
28,13,1.0,true
26,20,0.5806451612903226,true
29,14,1.0,true
1,30,0.6129032258064516,false
1,28,0.9032258064516129,true
27,2,1.0,true
1,29,0.5806451612903226,false
29,12,0.5483870967741935,false
28,12,0.6129032258064516,true
28,18,0.8709677419354839,true
9,30,0.6774193548387096,true
29,9,1.0,true
21,24,1.0,true
29,10,0.5483870967741935,false
22,23,1.0,true
26,1,1.0,true
29,17,0.5483870967741935,false
29,13,0.5483870967741935,false
27,19,1.0,true
14,29,1.0,true
22,24,1.0,true
17,26,1.0,false
23,22,1.0,true
30,14,0.5483870967741935,false
27,3,1.0,true
28,19,0.5483870967741935,true
3,33,0.5806451612903226,false
0,24,0.7419354838709677,true
12,30,0.6774193548387096,true
19,25,1.0,true
10,30,0.6451612903225806,true
19,26,1.0,true
20,25,1.0,true
21,25,1.0,true
9,31,1.0,true
29,11,0.5806451612903226,false
30,15,0.5806451612903226,false
0,25,0.5806451612903226,true
